feature,importance
X201884_at,0.08522360636857645
X202831_at,0.17847557913948944
X203824_at,0.0293971707007465
X204272_at,0.163733844627784
X204653_at,0.05093076435252041
X205043_at,0.0553638412888188
X205137_x_at,0.08513469467550257
X207217_s_at,0.04396483869293159
X209847_at,0.09241293540996871
X213506_at,0.019154120980937182
X218687_s_at,0.10226237871123611
X219404_at,0.04929671692424931
X221245_s_at,0.044649508127238946
